title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,lower_wage,upper_wage,type,converted_yearly_lower,converted_yearly_upper,job_level
marketing data scientist,PayPal,"New York, NY",10/24/2024,"Experience with data modelling, machine learning algorithms, and data science techniques. The successful candidate will be responsible for providing data-driven insights including but not limited to…","Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance, Dental insurance, Vision insurance, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a91564170a9d173a,IndeedScraperUSAEng_a91564170a9d173a,IndeedScraperUSAEng,Data,USA_ENGLISH,$60900 - $147400 yearly,TEMPORARILY_REMOTE, NY,NY,New York,60900.0,147400.0,yearly,60900.0,147400.0,Mid-Level
"instructor, databases, sql (part-time temp)",Wake Technical Community College,"Raleigh, NC 27603",10/25/2024,"Supports the Department, Division, and College goals, providing requested data in a timely manner. Wake Technical Community College is seeking to expand the pool of part-time faculty to teach one or…","Job types: Part-time
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=f892ffa2ae4dacfa,IndeedScraperUSAEng_f892ffa2ae4dacfa,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27603,NC,Raleigh,,,,,,Entry-Level
big data architect,Evaya Data Systems,"Allen, TX",10/5/2024,"Demonstrated knowledge of enterprise data architecture design methodologies. Should have a broad understanding and have deep experience with distributed data integration solutions, analytics…",,https://www.indeed.com/m/viewjob?jk=c75ee3b36093990f,IndeedScraperUSAEng_c75ee3b36093990f,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Allen,,,,,,Senior-Level
data scientist - ev energy services,Nissan,"Santa Clara, CA 95051",10/29/2024,"Location(s): Santa Clara, CA Job Schedule: Full-time/Hybrid Preferred Degree: PhD Sponsorship: No Shape the Future of Mobility at Nissan: Launch Your Career, Drive Innovation At Nissan, we're not…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0fac46b7e6dd7917,IndeedScraperUSAEng_0fac46b7e6dd7917,IndeedScraperUSAEng,Data,USA_ENGLISH,$100917 - $230589 yearly,UNKNOWN, CA 95051,CA,Santa Clara,100917.0,230589.0,yearly,100917.0,230589.0,Mid-Level
database administrator #23,St. John's Episcopal Hospital,"Far Rockaway, NY 11691",10/13/2024,"The Database Administrator is responsible for supporting applications and databases deployed, maintaining production support for applications, as wells as ensuring databases are functioning properly,…","Job types: Full-time
Shifts: Day shift
Job types cc: Full-time
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=eeb2c1cafbf0911d,IndeedScraperUSAEng_eeb2c1cafbf0911d,IndeedScraperUSAEng,Data,USA_ENGLISH,$105000 - $120000 yearly,UNKNOWN, NY 11691,NY,Far Rockaway,105000.0,120000.0,yearly,105000.0,120000.0,Senior-Level
data scientist,Publicis Groupe Holdings B.V,"New York, NY 10014",10/29/2024,Take analytical objectives and define data requirements. They also contribute crucial intellectual capital to the data science team by sharing knowledge and designing models and Data Science solutions…,"Benefits: Health insurance, Dental insurance, 401(k), Tuition reimbursement, Paid time off, Family leave, Parental leave, Vision insurance",https://www.indeed.com/m/viewjob?jk=1e693126a0e80be3,IndeedScraperUSAEng_1e693126a0e80be3,IndeedScraperUSAEng,Data,USA_ENGLISH,$85000 - $90000 yearly,UNKNOWN, NY 10014,NY,New York,85000.0,90000.0,yearly,85000.0,90000.0,Entry-Level
oracle database architect,"Professional Solutions Delivered, LLC","Morrisville, NC 27560",10/28/2024,"Professional Solutions Delivered, LLC (ProSoDel) is a total solutions provider for government and commercial customers in the areas of Program Management, Logistics, Organizational Change Management…",Schedules: Monday to Friday,https://www.indeed.com/m/viewjob?jk=310a752669f15955,IndeedScraperUSAEng_310a752669f15955,IndeedScraperUSAEng,Data,USA_ENGLISH,$165000 - $205000 yearly,UNKNOWN, NC 27560,NC,Morrisville,165000.0,205000.0,yearly,165000.0,205000.0,Senior-Level
rsch data anl 1,University of California San Francisco,"San Francisco, CA",11/5/2024,"Under direct supervision, the applicant will apply skills and knowledge of professional concepts in research data, specifically, literature review, data analysis, and interpretation of findings.","Shifts: Day shift
Remote: Remote
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=ff5f1991335f13d8,IndeedScraperUSAEng_ff5f1991335f13d8,IndeedScraperUSAEng,Data,USA_ENGLISH,$61200 - $77700 yearly,FULLY_REMOTE, CA,CA,San Francisco,61200.0,77700.0,yearly,61200.0,77700.0,Entry-Level
data scientist,Peloton,"New York, NY 10011",10/9/2024,"Experience analyzing data with SQL, Python and/or R. As a data scientist, you'll be responsible for understanding our business through data, uncovering the latest interesting insights, and applying…",Remote: Hybrid work,https://www.indeed.com/m/viewjob?jk=16a172bb51d607ce,IndeedScraperUSAEng_16a172bb51d607ce,IndeedScraperUSAEng,Data,USA_ENGLISH,$136300 - $177300 yearly,TEMPORARILY_REMOTE, NY 10011,NY,New York,136300.0,177300.0,yearly,136300.0,177300.0,Mid-Level
master data opening #473890,Rose International,"Plano, TX 75024",11/6/2024,"Highly skilled in master data processes and systems. Master data processes and systems: 1 year (Required). Skilled at writing DB2 queries, obtaining XPTR reports, and analyzing data.","Job types: Temporary, Full-time
Shifts: 8 hour shift
Benefits: Health savings account, Health insurance, Dental insurance, Vision insurance, 401(k) matching
Job types cc: Temporary, Full-time
Schedules: 8 hour shift, Monday to Friday",https://www.indeed.com/m/viewjob?jk=d7b46769c409f3b2,IndeedScraperUSAEng_d7b46769c409f3b2,IndeedScraperUSAEng,Data,USA_ENGLISH,$25 - $25 hourly,UNKNOWN, TX 75024,TX,Plano,25.0,25.0,hourly,52000.0,52000.0,Entry-Level
it product owner - supplier master data management,Eaton,"Raleigh, NC 27615",10/9/2024,"Experience with data governance principles, data quality and data integration concepts, germane to MDM. Demonstrated understanding of Master Data Management principles and next generation technologies…","Remote: Hybrid work
Benefits: Retirement plan",https://www.indeed.com/m/viewjob?jk=14b1f55a91a0f117,IndeedScraperUSAEng_14b1f55a91a0f117,IndeedScraperUSAEng,Data,USA_ENGLISH,$136500.03 - $200200.05 yearly,TEMPORARILY_REMOTE, NC 27615,NC,Raleigh,136500.03,200200.05,yearly,136500.03,200200.05,Mid-Level
scanner,Inmar,"Modesto, CA 95358",10/5/2024,"Fulltime position Shift: 4/10 schedule Monday- Thursday, or Tuesday- Friday, 6a-4:30pm Wage: $16.00/hour Competitive Benefit package Location: 1225 E Whitmore Avenue, Modesto, CA 95358 Position…","Job types: Full-time
Shifts: 10 hour shift
Job types cc: Full-time
Schedules: 10 hour shift, Monday to Friday",https://www.indeed.com/m/viewjob?jk=bd25de26fa5d44d1,IndeedScraperUSAEng_bd25de26fa5d44d1,IndeedScraperUSAEng,Data,USA_ENGLISH,$16 - $16 hourly,UNKNOWN, CA 95358,CA,Modesto,16.0,16.0,hourly,33280.0,33280.0,Entry-Level
low voltage estimator-sales / pt opportunity. data-fiber-cctv-access control-intercoms,Smart Digital Tech,"Montgomeryville, PA",10/5/2024,Job Description: We are seeking a skilled and detail-oriented experienced Low Voltage / Audio Video estimator to join our team. The Estimator will be responsible for estimating low voltage…,"Job types: Part-time
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=5223a6f4acd82cd8,IndeedScraperUSAEng_5223a6f4acd82cd8,IndeedScraperUSAEng,Data,USA_ENGLISH,$22 - $25 hourly,UNKNOWN, PA,PA,Montgomeryville,22.0,25.0,hourly,45760.0,52000.0,Entry-Level
report processor,The IMA Group,"Hartsdale, NY 10530",10/18/2024,Proficiency in office software and databases for efficient data processing. Verifying data and information within reports to ensure consistency and quality.,"Job types: Full-time
Benefits: Paid parental leave, AD&D insurance, Paid holidays, Dental insurance, Flexible spending account, Tuition reimbursement, Paid time off, Parental leave, Vision insurance, 401(k) matching, Loan assistance, Life insurance
Job types cc: Full-time
Schedules: No on call",https://www.indeed.com/m/viewjob?jk=3f88f31ccd19ee84,IndeedScraperUSAEng_3f88f31ccd19ee84,IndeedScraperUSAEng,Data,USA_ENGLISH,$18 - $18 hourly,UNKNOWN, NY 10530,NY,Hartsdale,18.0,18.0,hourly,37440.0,37440.0,Entry-Level
"data science researcher, data driven discovery initiative (dddi), and the penn development research initiative (pdri/devlab)",University of Pennsylvania,"Philadelphia, PA",10/19/2024,"Proficiency in data wrangling, data visualization, and geospatial data manipulation. Expertise in spatial data analysis. Familiarity with remote sensing data and satellite imagery analysis.","Job types: Full-time
Benefits: Health insurance, Dental insurance, Flexible spending account, Tuition reimbursement, Adoption assistance, Vision insurance, Flexible schedule, Life insurance, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=e08f42fcead1a39a,IndeedScraperUSAEng_e08f42fcead1a39a,IndeedScraperUSAEng,Data,USA_ENGLISH,$61046 - $85000 yearly,UNKNOWN, PA,PA,Philadelphia,61046.0,85000.0,yearly,61046.0,85000.0,Mid-Level
data science integrator,TAMKO Building Products LLC,"Dallas, TX 75019",10/3/2024,"Expertise in SAP BW (Business Warehouse) for data warehousing and data modeling. ETL Development: Develop and maintain ETL processes to extract data from SAP and non-SAP systems, transform it, and…","Job types: Full-time
Remote: Hybrid work
Benefits: Profit sharing, Health insurance, Dental insurance, Vision insurance, 401(k) matching, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=e7f1af169a42de16,IndeedScraperUSAEng_e7f1af169a42de16,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, TX 75019,TX,Dallas,,,,,,Mid-Level
"burrow dco tech, dcc communities","Amazon Data Services, Inc.","Garland, TX 75041",10/3/2024,The position will help ensure overall availability and reliability to meet or exceed defined service levels of data center operations. This role is generally external customer-facing and/or work with…,"Job types: Full-time
Job types cc: Full-time
Schedules: On call",https://www.indeed.com/m/viewjob?jk=045a942c4543f2ce,IndeedScraperUSAEng_045a942c4543f2ce,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75041,TX,Garland,,,,,,Entry-Level
database administrator,Steck Systems,"Fort Worth, TX 76115",10/5/2024,"Submission and retrieval of data files as required by the State (IWAS) (e.g. student demographics, enrollment, test, special needs, and. Minimum Experience 0- 2 years in Database Administration Skills…",,https://www.indeed.com/m/viewjob?jk=a03da01c4d6edd5f,IndeedScraperUSAEng_a03da01c4d6edd5f,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 76115,TX,Fort Worth,,,,,,Entry-Level
enterprise data warehouse architect,North Carolina State University,"Raleigh, NC",11/1/2024,"Ensure compliance with data management processes in collaboration with data governance teams. Expertise in data warehouse design concepts, data modeling, and ETL. Position Type EHRA Non-Faculty.","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=efb1d7a3b5751dce,IndeedScraperUSAEng_efb1d7a3b5751dce,IndeedScraperUSAEng,Data,USA_ENGLISH,$120000 - $130000 yearly,TEMPORARILY_REMOTE, NC,NC,Raleigh,120000.0,130000.0,yearly,120000.0,130000.0,Mid-Level
data scientist,Publicis Groupe Holdings B.V,"New York, NY 10014",10/29/2024,Take analytical objectives and define data requirements. They also contribute crucial intellectual capital to the data science team by sharing knowledge and designing models and Data Science solutions…,"Benefits: Health insurance, Dental insurance, 401(k), Tuition reimbursement, Paid time off, Family leave, Parental leave, Vision insurance",https://www.indeed.com/m/viewjob?jk=93325531db8a04e9,IndeedScraperUSAEng_93325531db8a04e9,IndeedScraperUSAEng,Data,USA_ENGLISH,$85000 - $90000 yearly,UNKNOWN, NY 10014,NY,New York,85000.0,90000.0,yearly,85000.0,90000.0,Entry-Level
clinical data abstractor - gwtg - heart failure - part time,Carta Healthcare,"New York, NY",11/2/2024,Minimum of 1 year of recent clinical data abstraction experience. Position: Flexible Schedule Clinical Data Abstractor. We offer a flexible work schedule that allows for a balanced work-life…,"Job types: Part-time
Remote: Remote
Benefits: Flexible schedule
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=729746ed4e0c4667,IndeedScraperUSAEng_729746ed4e0c4667,IndeedScraperUSAEng,Data,USA_ENGLISH,$28 - $32 hourly,FULLY_REMOTE, NY,NY,New York,28.0,32.0,hourly,58240.0,66560.0,Entry-Level
oracle database admin,Hudson Manpower,"Dallas, TX",10/8/2024,HUGE PLUS if they have hospital or healthcare company experience because they will be working with patient data and healthcare systems on ORACLE databases. EST or CST time zone only!,"Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=62518f0b45ca9ca7,IndeedScraperUSAEng_62518f0b45ca9ca7,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX,TX,Dallas,,,,,,Entry-Level
privacy & data protection strategist - usds,TikTok,"Mountain View, CA 94041",10/3/2024,"We oversee, govern and support the integration and optimization of operational privacy capabilities including data inventory, data classification, data retention/deletion, and incident response, etc.,…","Remote: Hybrid work
Benefits: Paid parental leave, Health savings account, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, RSU, Paid time off, Parental leave, Employee assistance program, Vision insurance, 401(k) matching, Paid sick time",https://www.indeed.com/m/viewjob?jk=f888d75758ed63a0,IndeedScraperUSAEng_f888d75758ed63a0,IndeedScraperUSAEng,Data,USA_ENGLISH,$147200 - $340400 yearly,TEMPORARILY_REMOTE, CA 94041,CA,Mountain View,147200.0,340400.0,yearly,147200.0,340400.0,Mid-Level
ba/pm,BayOne,"San Francisco, CA",10/5/2024,Process analysis - interview business groups and build swim lane chart on the process and also a future process. Create a work flow then help in documenting.,"Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=ef4d8e0621df2639,IndeedScraperUSAEng_ef4d8e0621df2639,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Francisco,,,,,,Senior-Level
remote coding expertise for ai training - tier 2,Outlier,"Raleigh, NC",10/9/2024,"We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve…","Job types: Contract
Remote: Remote
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=ea28bc345dc44e1e,IndeedScraperUSAEng_ea28bc345dc44e1e,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $30 hourly,FULLY_REMOTE, NC,NC,Raleigh,30.0,30.0,hourly,62400.0,62400.0,Entry-Level
"spec, parts control & data analytics","Oldcastle BuildingEnvelope, Inc.","Terrell, TX 75160",11/13/2024,"At least 1 years in data/ analytics/ product management roles. Assist with SKU/Part maintenance including regular review of data integrity, generating reports and providing inventory setting…","Job types: Full-time
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, Paid time off, Vision insurance, 401(k) matching, Opportunities for advancement, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=c4f38a3ea8f1e8d1,IndeedScraperUSAEng_c4f38a3ea8f1e8d1,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75160,TX,Terrell,,,,,,Entry-Level
